name,athlete.sex,athlete.country,start_date_local,distance,achievement_count,type,kudos_count
07/06/2014,M,United States,2014-07-06T19:11:33Z,28167.0,1,Ride,4
Morning Ride,F,Australia,2015-01-07T08:42:15Z,17590.1,14,Ride,0
Carrera matutina,M,Spain,2016-03-04T08:22:35Z,10462.5,13,Run,2
Spin class ,M,United Kingdom,2016-01-22T12:30:00Z,11265.4,0,Ride,0
Afternoon Run,M,United Kingdom,2014-12-21T12:15:00Z,13518.5,0,Run,0
2015_04_16 Green Mountain #43,M,United States,2015-04-16T09:22:09Z,5985.2,0,Run,0
Lunch Run,M,Lithuania,2015-09-17T11:34:40Z,4016.0,0,Run,0
hills,F,United States,2015-03-24T18:15:13Z,37834.9,11,Ride,0
ไป-กลับ โคกกลอย-ติเตะ-คลองเคียน,M,Thailand,2016-02-21T06:57:48Z,68593.6,5,Ride,1
Entrenamiento matutino,M,Guatemala,2014-01-18T06:31:33Z,47432.2,6,Ride,0
St. Lucia 8,F,Australia,2015-08-09T16:52:59Z,8001.1,8,Run,1
"01/03/2014 Bradford, England, United Kingdom",M,United Kingdom,2014-01-03T18:25:20Z,5022.7,0,Run,0
Club run. Warm up 10x4mins cool down,F,United Kingdom,2015-03-26T18:32:14Z,12148.7,2,Run,35
"05/04/14 Norwich, England, United Kingdom",M,United Kingdom,2014-04-05T06:20:17Z,3485.9,3,Ride,1
Chasing a greyhound chasing a rabbit,F,United States,2016-02-23T03:17:43Z,37278.5,12,Ride,7
Ilhotinha,M,Brazil,2013-09-26T23:09:46Z,32799.6,0,Ride,0
MTB + NADO,M,Brazil,2016-03-05T11:18:51Z,58323.4,1,Ride,2
Lunch Run,M,United States,2015-12-01T12:58:27Z,8253.8,1,Run,0
Clocktower - Charman Return,M,Singapore,2014-01-01T08:22:49Z,5033.9,1,Run,0
"07/22/2015 Brooklyn, New York",M,United States,2015-07-22T07:27:28Z,2823.9,3,Run,0
"03/25/2015 Durham, North Carolina",M,United States,2015-03-25T14:08:19Z,52376.7,5,Ride,2
Hardlopen met Dekker,M,Netherlands,2015-04-26T14:30:48Z,13000.0,0,Run,0
Latrigg,F,United Kingdom,2014-04-23T13:17:27Z,7075.8,0,Run,0
Morning Run,F,United States,2014-07-07T06:20:07Z,6629.2,0,Run,0
Afternoon Ride,M,United States,2014-11-17T16:07:37Z,13630.0,2,Ride,0
Back from the farmers market,F,United States,2015-09-19T12:25:27Z,2488.8,0,Ride,0
Power walk ,F,Australia,2014-09-30T07:00:11Z,5077.0,3,Run,0
Pedalada vespertina,M,Portugal,2015-04-11T15:01:17Z,22795.8,1,Ride,4
Afternoon Ride,M,United Kingdom,2014-05-27T15:31:48Z,1379.9,0,Ride,0
"18/03/2014 Marlborough, Wiltshire, United Kingdom",M,United Kingdom,2014-03-18T19:03:54Z,11390.5,0,Run,1
Recovery Evening Ride,M,United Kingdom,2015-09-29T19:10:22Z,25592.6,6,Ride,12
Morning Run,F,United States,2014-06-05T07:12:37Z,3637.0,5,Run,0
Magraib wind,M,Italia,2016-02-22T09:02:41Z,37298.9,0,Ride,7
Morning Run,F,United States,2015-08-17T06:32:22Z,6437.4,0,Run,0
Evening Run,M,United States,2014-12-24T15:23:18Z,11265.4,0,Run,0
4(1000m) p400m + 3(200m) p200m,F,Netherlands,2015-09-08T19:02:07Z,11887.6,3,Run,0
Afternoon Ride,M,United Kingdom,2016-02-18T17:30:25Z,8750.1,0,Ride,0
"06/14/2014 Taylors Falls, MN",M,United States,2014-06-14T16:39:17Z,364.0,0,Run,0
8/10(2),F,South Korea,2015-08-10T22:57:12Z,7486.0,0,Ride,0
Vuelta tecnika antes del kurro,M,Spain,2015-08-09T10:08:52Z,26402.9,2,Ride,14
Afternoon Run,F,United Kingdom,2016-03-28T15:47:43Z,9819.3,0,Run,0
Morning Ride,M,United States,2014-05-21T06:41:33Z,21553.1,0,Ride,0
"Imperial to """"pond"""" and back with Estelle",F,Guernsey,2016-03-06T08:05:23Z,24209.9,9,Run,6
Morning Run,F,United States,2015-05-10T10:38:31Z,4832.7,0,Run,1
Home2Work ,M,Suisse,2015-07-02T06:15:12Z,25648.8,0,Ride,0
Lençois- cach Vangloria - Lençois,F,Brasil,2015-04-21T08:06:41Z,53239.7,5,Ride,22
"07/15/2015 Zürich, Zürich, Switzerland",M,Switzerland,2015-07-15T17:47:13Z,78610.0,13,Ride,11
Morning Ride,M,United States,2016-03-09T08:27:43Z,29381.0,3,Ride,0
walking,M,United Kingdom,2014-09-22T17:00:00Z,759.0,0,Walk,0
Entrenamiento vespertino,F,Colombia,2016-03-30T18:01:22Z,8831.1,0,Ride,0
Tennessee Valley Loop ,F,United States,2015-01-02T12:08:24Z,10567.7,11,Ride,0
Quick loop,F,United States,2016-02-10T17:58:25Z,5083.4,6,Run,1
Morning Ride,M,United States,2015-08-27T08:16:15Z,11405.8,0,Ride,0
Afternoon Run,M,Türkiye,2015-06-20T16:29:28Z,9100.0,0,Run,7
Along The Beach Front,M,New Zealand,2014-06-29T16:16:20Z,6541.0,0,Run,0
"12/23/2013 Cary, NC",M,United States,2013-12-23T17:32:42Z,24138.3,0,Ride,0
Evening Ride,F,United Kingdom,2016-04-05T19:04:04Z,12152.6,0,Ride,0
Lunch Run,F,Australia,2014-04-10T12:35:58Z,8880.0,4,Run,0
Seymour Loop,M,Canada,2015-02-17T12:53:10Z,8151.6,3,Ride,0
Morning Run,M,United Kingdom,2015-05-09T09:01:51Z,13.3,0,Run,0
"03/22/2015 Norwich, England, United Kingdom",M,United Kingdom,2015-03-22T12:24:02Z,1537.4,1,Ride,2
Avondrit met 4 anderen,F,The Netherlands,2014-10-01T18:07:58Z,59920.6,22,Ride,7
Copenhagen 13/8/14,F,United Kingdom,2014-08-13T10:28:33Z,4639.1,0,Run,0
Ride in a little bit worse for wear,M,United Kingdom,2014-12-10T08:00:04Z,12544.5,6,Ride,1
"5/10/14 Aliso Viejo, CA",M,United States,2014-05-10T06:30:58Z,14736.0,2,Ride,0
Afternoon Ride,F,The Netherlands,2015-01-19T17:17:47Z,13875.4,4,Ride,0
"03/22/2014 Blacksburg, VA",M,United States,2014-03-22T10:01:46Z,52085.9,3,Ride,0
riding on the sunny side,F,Canada,2015-10-26T16:26:49Z,42159.3,3,Ride,4
"Using Noon Ride as recovery, nice and mellow today",M,United States,2016-02-22T11:39:07Z,42796.6,2,Ride,21
Morning Ride,M,United States,2014-12-22T08:21:12Z,3553.1,0,Ride,0
Sullivan canyon to ridge loop,M,United States,2014-06-05T11:38:18Z,14558.5,34,Ride,0
Lunch Ride,M,United Kingdom,2016-03-19T12:07:47Z,34773.9,3,Ride,3
Course du midi,F,France,2015-03-16T11:10:43Z,9020.2,0,Run,0
Afternoon Run,M,United States,2014-12-19T15:23:58Z,1244.6,0,Run,0
"16/07/2014 Clun, England, United Kingdom",F,United Kingdom,2014-07-16T17:02:47Z,21202.8,0,Ride,0
Donadea/JohnstownB/Moyvalley/Clonard/ Edenderry/Carbury/Timahoe/Cooleragh/Prosp,M,Ireland,2015-05-20T13:02:02Z,77513.8,3,Ride,11
Return,M,United Kingdom,2013-12-17T20:40:31Z,9947.5,0,Ride,0
Morning Walk,M,United States,2016-03-03T07:50:43Z,4935.6,0,Walk,1
Afternoon Ride,M,United States,2016-02-10T14:10:24Z,25095.6,2,Ride,3
"07/13/2013 London, United Kingdom",M,United Kingdom,2013-07-13T07:29:16Z,40217.3,104,Ride,0
Middle mill.. quarry hill and back,F,United Kingdom,2015-03-16T13:25:57Z,6006.3,8,Run,4
Evening Ride,M,Australia,2015-07-27T19:01:31Z,17098.1,1,Ride,0
Morning Run,F,United Kingdom,2015-07-18T09:03:47Z,5134.3,14,Run,3
Afternoon Ride,F,United Kingdom,2016-02-07T15:02:52Z,19460.7,4,Ride,12
Morning Run,,Hungary,2016-02-14T09:42:49Z,10028.2,0,Run,0
Pedalzinho bacana hoje.. A falta de bateria comeu alguns km ainda! Hehehehe ,M,Brazil,2015-10-30T15:10:08Z,49524.0,0,Ride,3
That hail though ,F,United States,2016-01-07T15:48:18Z,22072.4,8,Ride,7
Ronde HW. ,F,The Netherlands,2015-08-08T08:24:08Z,100023.0,42,Ride,21
Still no mojo :( #rubbish,F,United Kingdom,2015-08-18T09:06:16Z,5695.9,0,Run,2
4x750@6.5 200m w,F,United States,2016-01-10T09:43:00Z,6032.1,0,Run,0
Bit off cyclocross on me road bike ,M,United Kingdom,2014-11-19T16:11:57Z,12811.9,0,Ride,0
Ab ins Abendrot,M,Deutschland,2014-10-26T16:44:27Z,41656.0,3,Ride,9
"05/19/2014 Boston, MA",M,United States,2014-05-19T13:40:01Z,7894.8,6,Run,0
Volta de bicicleta matinal,M,Portugal,2016-03-21T08:19:43Z,9241.4,0,Ride,3
"08/01/2015 Nottawa, Ontario, Canada",M,Canada,2015-08-01T11:57:34Z,26044.7,11,Ride,2
"Summit, Huckleberry, Andrea Stiassni",,United States,2015-07-27T16:22:11Z,4032.2,0,Hike,0
10,F,United States,2016-03-20T15:36:25Z,16226.3,7,Run,0
Rodando despues de 5 dias ,M,Spain,2015-08-29T08:42:09Z,69655.0,3,Ride,28
Morning Ride,M,Australia,2014-10-21T09:47:57Z,12022.9,5,Ride,0
"04/06/2014 Miami, Queensland, Australia",F,Australia,2014-04-06T06:43:44Z,11002.0,0,Run,0
Evening Ride,M,Danmark,2014-08-31T19:15:23Z,16215.5,1,Ride,0
Hot scenic Carterton,,New Zealand,2016-01-23T12:59:25Z,25829.9,1,Ride,1
Sunday evening sprint,M,United Kingdom,2015-08-16T17:06:44Z,21687.0,17,Ride,1
17/12/2013 ,F,Italy,2013-12-17T13:39:45Z,11763.3,2,Run,1
Entrenamiento por la tarde,M,Spain,2015-09-11T13:51:30Z,26322.0,1,Ride,2
Corsa serale,F,Italy,2014-06-26T18:31:20Z,12740.9,2,Run,0
Entrenamiento matutino subida de asesina bajando aguas prietas ,M,Colombia,2014-05-25T05:27:53Z,38450.0,1,Ride,0
"Cape Town, day 3",M,South Africa,2014-04-02T13:47:47Z,64039.5,27,Ride,0
"03/07/2014 Midsomer Norton, United Kingdom",F,United Kingdom,2014-07-03T17:13:28Z,6733.1,0,Run,0
Morning Ride,F,United States,2015-05-09T07:27:05Z,48953.3,0,Ride,0
Monterosso to Vernazza,F,Australia,2014-07-18T09:52:04Z,5435.1,0,Hike,0
Liverpool  to chester bike ride .,F,United Kingdom,2014-06-22T08:15:24Z,44608.9,0,Ride,2
Easy 4 Miler,F,United States,2014-01-22T18:43:59Z,6482.3,0,Run,2
Corrida matutina,F,Brasil,2015-08-11T07:29:50Z,6726.6,2,Run,0
"06/04/2014 Perth, United Kingdom",M,United Kingdom,2014-06-04T11:50:53Z,44184.4,2,Ride,0
Afternoon Run,F,United States,2015-09-14T16:47:26Z,2199.7,0,Run,0
"05/04/2015 Chicago, Illinois",F,United States,2015-05-04T12:30:59Z,4830.6,3,Run,0
Afternoon Run,M,United States,2015-11-09T17:09:23Z,4515.8,0,Run,0
Pier to Peak and then some,M,United States,2015-09-06T05:20:27Z,57224.6,8,Ride,9
River Loop,M,Australia,2015-08-05T05:55:41Z,31153.6,2,Ride,0
Week 12. No. 1. 30 min. ,F,Ireland,2015-03-18T09:19:24Z,4705.9,2,Run,0
Morning Ride,M,United Kingdom,2014-03-13T08:16:34Z,16509.6,0,Ride,0
"07/17/2015 Cape Elizabeth, Maine",M,United States,2015-07-17T11:28:33Z,32950.0,0,Ride,2
Medellin- santa elena- patanillo- medellin,F,Colombia,2015-09-26T07:09:37Z,55338.4,9,Ride,23
Afternoon Ride,M,United Kingdom,2015-05-12T16:46:45Z,29284.9,12,Ride,1
Morning Ride,M,Indonesia,2015-01-25T07:12:47Z,53056.0,1,Ride,14
Morning Run,F,United Kingdom,2016-03-23T09:19:37Z,4382.2,0,Run,3
Lakewood + Beauford Repeats,F,United States,2016-01-28T17:50:08Z,16016.5,0,Run,0
Morning Run,F,United Kingdom,2014-05-17T10:02:48Z,14608.1,6,Run,0
Epic ride w/Clay & George,M,United States,2014-02-02T13:13:29Z,44136.2,2,Ride,0
Entrenamiento por la tarde,M,Spain,2015-12-17T15:50:23Z,47024.8,0,Ride,0
Boston Bike Party Gone Wild!,F,United States,2015-08-14T18:11:56Z,26859.1,2,Ride,1
So many laps of these cities,M,United States,2015-11-04T12:39:41Z,45361.0,1,Ride,3
"10/11/2014 Woodside, California",F,United States,2014-10-11T10:42:13Z,68076.4,10,Ride,1
Morning Ride,M,United Kingdom,2016-02-02T08:22:03Z,5891.0,0,Ride,0
Circuits,M,United Kingdom,2014-12-29T19:39:38Z,2446.7,0,Run,0
"09/24/2014 Scottsdale, AZ",M,United States,2014-09-24T16:24:42Z,40550.5,4,Ride,10
"23/03/2015 Saint-Étienne, Rhône-Alpes, France",M,France,2015-03-23T17:36:44Z,14808.9,0,Run,0
Evening Walk,F,Hungary,2016-03-31T20:03:50Z,2701.5,0,Walk,0
Mt Tam - Eldridge Grade,M,United States,2009-05-08T06:04:11Z,30216.1,0,Ride,0
Afternoon Ride,M,Australia,2015-02-05T16:51:18Z,23167.3,1,Ride,5
"07/03/2015 Santa Ysabel, California",M,United States,2015-07-03T12:34:41Z,23200.7,0,Ride,7
Morning Run,,United States,2016-03-17T05:40:34Z,10479.3,2,Run,12
"05/13/2015 Feltham, England, United Kingdom",M,United Kingdom,2015-05-13T17:44:08Z,26521.0,1,Ride,1
Afternoon Ride,M,New Zealand,2015-07-30T17:45:57Z,29713.4,0,Ride,0
04/12/2015 꾸앙투어-벚꽃보다 누나 인 대구,F,South Korea,2015-04-12T06:19:03Z,75199.8,2,Ride,8
"06/11/2014 Missoula, MT",F,United States,2014-06-11T05:50:32Z,14773.0,0,Run,0
Pentland Velo Sunday Ride,M,United Kingdom,2015-07-05T07:57:42Z,83724.6,19,Ride,13
Morning Ride,M,日本,2014-01-14T10:30:47Z,14534.4,0,Ride,0
8x800 (2'54/2'52) entretien ,M,France,2015-11-19T19:08:05Z,14388.7,1,Run,1
Morning Run,M,Spain,2016-01-30T07:04:27Z,18238.5,6,Run,2
Morning Walk,M,Netherlands,2014-02-08T08:12:13Z,4691.6,0,Walk,0
Afternoon Run,F,,2015-07-31T17:55:43Z,6423.3,0,Run,0
Radfahrt am Morgen,M,Germany,2016-02-02T06:13:32Z,17897.3,0,Ride,7
Evening Run,F,Canada,2015-11-07T18:17:00Z,7004.3,0,Run,1
Pedalada ao entardecer,M,Brazil,2015-10-07T19:30:12Z,21570.9,0,Ride,1
1. kolo ČP MTBO - long (Býnovec),F,Česká republika,2014-05-03T15:02:54Z,18951.9,0,Ride,0
Station to Home,M,Australia,2015-04-14T17:53:23Z,3510.9,0,Ride,0
"12/27/2013 Kokstad, KZN, South Africa",M,South Africa,2013-12-27T06:23:54Z,8951.7,0,Ride,0
"16.02.15 Santanyí, Balearic Islands, Spain",M,Deutschland,2015-02-16T11:57:01Z,58227.4,2,Ride,1
Long w/ Friends,F,United States,2014-03-02T09:19:18Z,16131.3,0,Run,0
Volta para casa,F,Brazil,2015-09-06T16:27:46Z,5293.9,2,Ride,218
Morning Run,F,United States,2014-07-20T10:01:49Z,2645.5,0,Run,0
Afternoon Run,F,United Kingdom,2015-03-21T14:43:49Z,2976.4,0,Run,0
Morning Ride,M,United Kingdom,2015-09-01T07:57:31Z,21470.9,7,Ride,1
This weekend: getting ready for lots of lettuce and pho cups,M,United States,2016-02-12T08:17:39Z,11340.8,0,Run,5
Morning Ride,M,Hong Kong,2014-06-11T06:50:25Z,5858.9,0,Ride,0
A little Sunday spin,M,United States,2015-03-22T13:40:53Z,30731.2,12,Ride,2
Morning Ride,M,Australia,2015-12-28T08:07:50Z,49041.8,0,Ride,1
Figured out how long it takes to feel good in the pool after 3 months off: 10 weeks. Lesson learned!,F,,2016-03-11T14:37:20Z,1828.8,0,Swim,5
Quick little sesh- busy Monday ,F,United States,2014-07-21T12:26:47Z,20227.1,10,Ride,3
Tempo /windy ride ,F,United States,2015-10-06T13:22:03Z,32231.6,0,Ride,14
"08/26/2014 Fort Collins, Colorado",F,United States,2014-08-26T12:11:33Z,19898.8,0,Ride,0
Morning Ride,F,United States,2014-09-30T05:52:10Z,126.2,0,Ride,0
Morning Ride,F,,2016-03-26T08:15:09Z,61006.6,0,Ride,0
Where is my auto pause? Can't feel my feet ,F,United Kingdom,2016-03-14T16:30:16Z,33023.2,0,Ride,5
Christoph,M,United Kingdom,2015-04-10T17:39:24Z,9003.2,3,Run,0
"08/27/2012 London, UK, England, United Kingdom",M,New Zealand,2012-08-27T18:33:47Z,21109.8,2,Run,0
Avondloop,M,The Netherlands,2015-11-12T20:44:07Z,5873.4,0,Run,0
Morning Run,F,Canada,2013-12-26T09:25:14Z,4149.7,0,Run,0
Maitland Parkrun,F,Australia,2015-12-12T07:52:12Z,6129.3,0,Run,0
Evening Run,M,United States,2015-06-24T18:05:48Z,6445.8,0,Run,0
"28/07/2013 Joué-lès-Tours, Centre, France",F,France,2013-07-28T09:21:23Z,72320.7,9,Ride,0
"4/7/15 San Luis Río Colorado, Sonora, Mexico",F,Mexico,2015-07-04T06:38:37Z,4047.4,0,Ride,0
Strava fails,F,United States,2015-10-18T09:52:09Z,16224.9,0,Run,0
Morning Run,F,United Kingdom,2014-05-23T06:26:36Z,5743.4,0,Run,0
Morning Run,F,Australia,2016-02-16T05:54:20Z,1224.1,2,Run,15
A few quick laps of Plenty River after a cycle class.,M,Australia,2014-07-17T06:53:09Z,16238.9,1,Ride,7
Evening Ride,M,Danmark,2015-12-28T20:24:39Z,68660.2,0,Ride,3
Morning Walk,M,United Kingdom,2014-07-09T06:19:15Z,1575.0,0,Walk,0
"04/10/2014 Seoul, South Korea",M,United States,2014-04-10T19:04:55Z,31106.6,8,Ride,0
Evening Ride,M,New Zealand,2014-07-16T18:54:58Z,23700.4,0,Ride,0
"06/01/2015 Melbourne, Victoria, Australia",F,Australia,2015-06-01T12:02:02Z,2575.4,1,Run,0
Gonna sleep well 2nite,M,United States,2015-12-10T19:54:17Z,42315.9,0,Ride,1
Botany 10km,F,New Zealand,2015-05-10T08:49:27Z,10079.8,6,Run,1
Morning Run,F,Canada,2015-12-06T10:51:02Z,5048.9,0,Run,0
Pedalada catracas )))) 2 serras (saco e barriguda),,Brazil,2015-01-17T05:12:02Z,58924.6,0,Ride,7
"17/12/2013 Kendal, United Kingdom",M,United Kingdom,2013-12-17T19:04:36Z,8109.4,2,Run,0
Afternoon Ride,M,United States,2014-08-25T16:32:06Z,14676.9,0,Ride,0
"02/23/2014 Warsaw, Masovian Voivodeship, Poland",M,Polska,2014-02-23T14:16:38Z,11565.8,0,Ride,1
Morning Run,F,United Kingdom,2015-07-09T09:13:23Z,4183.9,5,Run,0
"Club run, doon to Largs",M,United Kingdom,2014-12-28T09:30:06Z,122378.0,57,Ride,3
"10/18/2014 Skurup S, Sweden, Skåne County, Sweden",M,Sverige,2014-10-18T08:43:40Z,6392.9,0,Run,0
Morning Ride and run at gym,F,Australia,2014-04-10T06:00:10Z,0.0,0,Workout,0
Volta x montserrat,M,Spain,2014-07-09T09:09:56Z,54938.1,47,Ride,6
"09/28/2014 Wakefield District, UK, England, United Kingdom",M,United States,2014-09-28T12:00:28Z,72740.4,14,Ride,4
BitGym Workout,F,Canada,2016-01-26T06:38:15Z,6500.0,0,VirtualRide,2
Evening Run ,F,United States,2015-08-01T18:26:45Z,1707.5,0,Run,1
Pedalada matutina,F,Brazil,2016-01-08T07:09:22Z,2044.0,0,Ride,0
1-7-16 Solo,M,United States,2016-01-07T18:33:51Z,39418.9,0,Ride,24
Course à pied en soirée,F,France,2015-05-06T18:16:10Z,5171.9,6,Run,0
Lunch Run,F,Guernsey,2016-02-09T12:31:32Z,6468.9,0,Run,0
Pedal Moc,M,Brazil,2014-11-29T07:43:41Z,54503.7,2,Ride,3
Go Ride Family Ride,F,United Kingdom,2015-10-31T10:01:52Z,17413.0,6,Ride,0
"청라,금정",M,South Korea,2015-09-25T18:22:20Z,54146.4,12,Ride,21
Afternoon Ride,F,United Kingdom,2014-07-25T13:16:03Z,5869.1,0,Ride,0
Enero 30-2016,F,Colombia,2016-01-30T11:34:25Z,20739.2,2,Ride,6
Morning Ride,M,United Kingdom,2016-02-28T08:04:54Z,96560.6,27,Ride,9
Afternoon Run,F,United Kingdom,2016-01-13T14:31:30Z,5178.4,0,Run,0
"08/20/2013 Annecy Le Vieux, RA, France",M,France,2013-08-20T06:20:05Z,24127.2,1,Ride,0
Girls weekend in Noosa... way too close to Wooroi trails not to take my bike... sooo much fun!!!,F,Australia,2015-05-31T06:45:34Z,50213.8,21,Ride,1
Back from TTC run,F,United Kingdom,2016-03-22T10:41:05Z,2152.5,0,Ride,0
Course à pied le midi,F,France,2016-01-30T12:54:15Z,14005.7,1,Run,0
Night Ride,M,United Kingdom,2016-02-29T21:32:54Z,22593.2,9,Ride,0
Afternoon Ride,M,Canada,2014-12-27T16:49:08Z,10801.6,1,Ride,1
"02/03/2014 Bergen, Hordaland, Norway",,Norway,2014-02-03T17:37:31Z,15573.6,1,Ride,1
"05/24/2014 Meridian, ID",F,United States,2014-05-24T08:57:50Z,6083.9,6,Run,2
"02/22/2015 Colchester, England, United Kingdom",M,United Kingdom,2015-02-22T10:56:16Z,1775.3,0,Run,0
Morning Run,F,Croatia,2014-09-27T09:02:22Z,4946.1,0,Run,3
Morning Run,F,United Kingdom,2015-05-01T09:13:31Z,6028.4,0,Run,0
Nachmittagslauf,F,Luxembourg,2015-03-27T16:47:02Z,2877.4,3,Run,0
"03/08/2015 Redland Bay, QLD, Australia",M,Australia,2015-03-08T05:23:46Z,96929.4,27,Ride,6
Pedal em grupo libra-chacrinha,F,Brazil,2014-08-11T19:18:46Z,26404.2,10,Ride,8
"sortie du soir avec """"IronGreg""""",M,France,2015-09-09T18:43:12Z,49686.0,4,Ride,3
BST2 - 6k,M,Deutschland,2015-09-15T20:34:26Z,6435.4,0,Run,0
Afternoon Ride,F,,2014-07-13T13:35:55Z,5878.9,0,Ride,0
Evening Run,F,United States,2016-01-26T18:59:38Z,3561.4,5,Run,1
Pedalada matutina,M,Brazil,2014-11-16T07:29:34Z,32009.5,2,Ride,1
DTC Swim Drills,M,United Kingdom,2015-11-03T20:30:20Z,1375.0,0,Swim,0
"21/07/2015 London, Greater London, United Kingdom",F,United Kingdom,2015-07-21T08:43:32Z,7431.1,0,Ride,0
#sweatyhotweatherrun!,F,United Kingdom,2015-03-13T12:48:05Z,3435.2,5,Run,2
Morning Ride,F,United States,2016-04-02T09:58:25Z,16358.4,2,Ride,6
Evening Ride,F,United States,2016-02-26T19:00:00Z,13003.5,0,Ride,0
"08/07/2015 Bracebridge, Ontario, Canada",F,Canada,2015-08-07T19:46:16Z,15216.2,0,Ride,0
Post night shift Run,F,Australia,2015-09-14T14:32:29Z,4500.0,0,Run,4
Afternoon Ride,M,United Kingdom,2014-08-27T17:02:39Z,10418.9,0,Ride,0
First run w/ Bill Sayres since HTC '99,M,United States,2015-08-31T11:05:06Z,8079.5,0,Run,5
Morning Run,F,United States,2014-06-14T08:05:49Z,3715.1,1,Run,0
Morning Run to recover,F,United States,2016-04-04T09:20:22Z,4890.6,3,Run,16
Course à pied matinale,F,Canada,2016-03-02T08:26:26Z,10008.6,0,Run,4
01/20/2015 Tuesday chain gang,F,United Kingdom,2015-01-20T18:16:16Z,0.0,0,Ride,1
"07/07/2015 Novoli, Puglia, Italy",,Italy,2015-07-07T13:14:45Z,85954.8,5,Ride,1
Morning Ride,F,United States,2015-06-15T08:39:11Z,15561.3,0,Ride,0
Morning Run,F,United Kingdom,2015-08-11T10:06:45Z,5692.7,0,Run,0
Running around the fields while our son plays soccer. Turf is bouncy!,F,United States,2015-10-26T18:41:33Z,5126.7,0,Run,2
"04/10/2014 Valdemoro, Community of Madrid, Spain",M,Spain,2014-04-10T10:28:30Z,9567.7,1,Run,0
Afternoon Ride,F,United States,2015-04-25T13:40:43Z,36529.2,1,Ride,0
Evening Run,,United Kingdom,2016-02-25T18:01:29Z,15478.4,4,Run,1
Sortie à vélo en soirée,F,France,2014-08-12T18:29:21Z,7312.2,0,Ride,0
"10k winter run for Cancer Research with Kev, Mel & Heather",F,United Kingdom,2016-01-17T09:23:32Z,10227.8,1,Run,5
Ride out with Jim and ike,M,United Kingdom,2015-11-19T09:43:59Z,82693.3,29,Ride,8
late wake up means short solo ride - nice morning though!,M,Singapore,2015-01-24T08:17:26Z,57074.6,17,Ride,2
Giro mattutino,M,Italy,2016-01-10T08:30:44Z,42453.9,4,Ride,2
Series de 400m + zancadas,F,España,2015-01-10T11:18:59Z,10080.2,1,Run,3
Afternoon Run,F,United Kingdom,2014-01-22T16:01:17Z,5245.2,1,Run,0
Audax 300 holambra,M,Brasil,2014-05-02T11:13:21Z,306714.0,1,Ride,6
Evening Run,F,Brazil,2016-01-31T19:49:22Z,4029.1,0,Run,0
Evening Run,F,United Kingdom,2015-09-02T18:17:57Z,3086.0,0,Run,0
Course à pied matinale,M,Switzerland,2015-12-29T09:43:27Z,5581.5,0,Run,1
Walk home from gym,F,Australia,2014-11-18T19:04:35Z,2627.8,2,Run,0
day 96,F,United States,2016-04-05T18:02:49Z,1693.3,0,Run,0
Single speedin with dad,F,United States,2014-02-20T15:20:05Z,7587.9,0,Ride,0
Great Notley parkrun,F,United Kingdom,2015-07-11T09:00:27Z,4996.0,0,Run,2
Evening Run,F,Norway,2015-08-12T19:08:48Z,4774.3,0,Run,0
Night Ride,F,,2016-02-19T23:20:09Z,16336.9,1,Ride,0
Morning Ride,M,United States,2014-06-28T07:36:43Z,62421.9,0,Ride,0
Afternoon Ride,F,Australia,2016-02-26T16:04:13Z,15847.1,0,Ride,0
Morning Run,M,Spain,2015-12-27T10:00:31Z,21218.4,4,Run,1
Carmen,M,Colombia,2015-07-31T05:07:32Z,29964.4,4,Ride,4
Morning Ride,F,South Africa,2016-01-16T06:01:33Z,54665.0,8,Ride,0
Course à pied l'après-midi,M,France,2015-09-19T16:20:38Z,6134.3,0,Run,1
Good one today - no competition,F,United Kingdom,2014-07-02T00:00:00Z,1609.3,0,Swim,0
Afternoon Ride,M,United Kingdom,2015-02-17T14:43:40Z,14760.4,35,Ride,4
Morning Commute with christoph,M,United Kingdom,2014-09-12T07:31:24Z,27077.1,1,Ride,0
Korta Nykilrundan,F,,2014-05-26T18:37:04Z,49235.2,11,Ride,0
Primeres pedalades d paternitat!! :-),M,Spain,2016-03-16T13:11:40Z,33480.3,0,Ride,57
Ochtendrit,F,Netherlands,2015-10-25T07:57:33Z,6152.0,0,Run,4
Scenic route to Gloucester ,F,,2016-03-25T12:54:47Z,45028.6,1,Ride,2
"19/07/2015 Vason, Trentino-Alto Adige, Italy",M,Qatar,2015-07-19T15:21:37Z,45939.4,4,Ride,5
"12/03/2014 Silkeborg, Central Denmark Region, Denmark",M,Danmark,2014-03-12T16:43:55Z,36463.4,0,Ride,0
Lunch run,F,United Kingdom,2015-09-07T11:26:10Z,1950.7,0,Run,1
Morning Run,F,Australia,2015-12-13T09:17:48Z,2587.2,0,Run,0
teru_2014/03/24,M,日本,2014-03-24T10:54:16Z,13297.4,0,Run,0
Lunch Run (Feeling Good),M,United States,2015-04-21T11:37:04Z,3005.5,0,Run,2
Afternoon Run,F,United States,2014-03-07T14:25:59Z,2920.8,0,Run,0
Ochtendloop,F,Netherlands,2015-07-07T09:37:09Z,7582.5,0,Run,0
big ride prep,M,United States,2015-09-28T17:39:15Z,16461.1,0,Ride,1
"3 x (1200m, 1000m, 800m), recover 1:1",M,United States,2014-07-10T08:01:30Z,10230.1,0,Run,6
Thursday Coffee criuse,M,Australia,2014-10-30T05:22:21Z,42944.4,12,Ride,13
